s,name,country_name
http://example.com/id/46415428b,Troutdale Sandy River Bridge,United States of America
http://example.com/id/4641615b,601 California Street,United States of America
http://example.com/id/4641683b,60 State Street,United States of America
http://example.com/id/4641833b,621 17th Street,United States of America
http://example.com/id/4641918b,633 17th Street,United States of America
http://example.com/id/4642077b,650 California Street,United States of America
http://example.com/id/4642493b,6 Battery Road,Singapore
http://example.com/id/4642503m,6 Engineer Squadron,Canada
http://example.com/id/4642538b,The Knickerbocker Hotel,United States of America
http://example.com/id/4642962b,701 Brickell Avenue,United States of America
http://example.com/id/4642996b,707 17th Street,United States of America
http://example.com/id/4643895m,7 Wonders Museum,United States of America
http://example.com/id/4644474b,810 Seventh Avenue,United States of America
http://example.com/id/46448088m,Europa Experience,Germany
http://example.com/id/4645063b,88 Wood Street,United Kingdom
http://example.com/id/4645285b,8th & Pine,United States of America
http://example.com/id/4645593b,901 Fifth Avenue,United States of America
http://example.com/id/464566w,Cornwall and West Devon Mining Landscape,United Kingdom
http://example.com/id/4645798b,925 Grand,United States of America
http://example.com/id/464588w,Colonia Ulpia Traiana,Germany
http://example.com/id/4647660m,A. D. Buck Museum of Science and History,United States of America
http://example.com/id/464918w,Abbey of Fontenay,France
http://example.com/id/46495m,Sunnfjord Museum,Norway
http://example.com/id/4650022m,ABA Museum of Law,United States of America
http://example.com/id/4650945b,AC Hotel Gran Canaria,Spain
http://example.com/id/4651928b,AIIMS metro station,India
http://example.com/id/4652091b,AJX Bridge over South Fork and Powder River,United States of America
http://example.com/id/4653612m,ARCO Center for Visual Art,United States of America
http://example.com/id/4653613b,ARCO Tower,United States of America
http://example.com/id/46541533m,museum Max Bresele,Germany
http://example.com/id/4654505b,220 Meridian,United States of America
http://example.com/id/4654509b,AT&T Building,United States of America
http://example.com/id/4654511b,AT&T Building,United States of America
http://example.com/id/465534b,Széchenyi Chain Bridge,Hungary
http://example.com/id/465591b,Palace of Europe,France
http://example.com/id/4655921m,A Christmas Story House,United States of America
http://example.com/id/465746m,American Museum and Gardens,United Kingdom
http://example.com/id/465765m,Museum of the Moving Image,United States of America
http://example.com/id/46589461w,Teatro Principal,Spain
http://example.com/id/46592b,I Gesuiti,Italy
http://example.com/id/465960w,Jesuit missions among the Guaraní,Argentina
http://example.com/id/465960w,Jesuit missions among the Guaraní,Brazil
http://example.com/id/46625757m,Library-museum of the Comédie-Française,France
http://example.com/id/4664201m,"Abbot House, Dunfermline",United Kingdom
http://example.com/id/4666945b,Aberdeen Lock and Dam,United States of America
http://example.com/id/46698476b,La Méridienne – Théâtre de Lunéville,France
http://example.com/id/46698629b,Théâtre Granit,France
http://example.com/id/46699190b,Théâtre de Cambrai,France
http://example.com/id/46699487b,Théâtre municipal de Roanne,France
http://example.com/id/46699835b,Théâtre de Mayenne,France
http://example.com/id/46700081b,Théâtre de la Ville,France
http://example.com/id/46700359b,Théâtre municipal d'Annonay,France
http://example.com/id/4671075m,Academia Mexicana de Genealogía y Heráldica,Mexico
http://example.com/id/467580m,America's Old-Time Country Music Hall Of Fame,United States of America
http://example.com/id/4677133m,Miyazaki Prefectural Museum of Nature and History,Japan
http://example.com/id/467867b,Kulturbrauerei,Germany
http://example.com/id/46793290m,Casa Gorordo,Philippines
http://example.com/id/4680334b,Adams Covered Bridge,United States of America
http://example.com/id/46811062b,Putbus Theatre,Germany
http://example.com/id/4683857m,Frederic and Cecilia Cuțescu-Storck Art Museum,Romania
http://example.com/id/4683965b,Edward Hotel & Convention Center,United States of America
http://example.com/id/4686996b,Adži-paša's bridge,Montenegro
http://example.com/id/4687576m,Foișorul de Foc,Romania
http://example.com/id/4688292m,Gelders Geologisch Museum,Netherlands
http://example.com/id/4688448m,Aerospace Museum of California,United States of America
http://example.com/id/4689668m,African American Museum of Iowa,United States of America
http://example.com/id/469084b,Klimahaus Bremerhaven,Germany
http://example.com/id/469084m,Klimahaus Bremerhaven,Germany
http://example.com/id/4691910m,Age of Steam Roundhouse,United States of America
http://example.com/id/46919682m,Dutch Pinball Museum,Netherlands
http://example.com/id/469234m,Berlin-Dahlem Museum Centre,Germany
http://example.com/id/46934b,1982 FIFA World Cup,Mexico
http://example.com/id/46938b,1986 FIFA World Cup,Mexico
http://example.com/id/46943b,1978 FIFA World Cup,Argentina
http://example.com/id/4694850m,Ah-Tah-Thi-Ki Seminole Indian Museum,United States of America
http://example.com/id/4696947m,Aiken Thoroughbred Racing Hall of Fame and Museum,United States of America
http://example.com/id/4697469m,Skutterskeamer,Netherlands
http://example.com/id/4697908m,Air Force History and Museums Program,United States of America
http://example.com/id/46993382m,President Diosdado P. Macapagal Library and Museum,Philippines
http://example.com/id/46995565m,Museum Complex of I. Ya. Slovtsov,Russia
http://example.com/id/46996804b,1 Rockefeller Plaza,United States of America
http://example.com/id/46998739b,Ziegelgraben Bridge,Germany
http://example.com/id/46998746b,Ziegelgraben Bridge,Germany
http://example.com/id/46999170b,Novolefortovsky bridge,Russia
http://example.com/id/47001746w,Quanzhou: Emporium of the World in Song-Yuan China,People's Republic of China
http://example.com/id/47002203m,Penrith and Eden Museum,United Kingdom
http://example.com/id/47002591m,Museo Muñoz Sola de Arte Moderno,Spain
http://example.com/id/47002801m,Gyula Castle,Hungary
http://example.com/id/47004154m,City Duma Local Museum,Russia
http://example.com/id/47004620m,Museum of popular arts and traditions of Monastir,Tunisia
http://example.com/id/47004624m,Gabès Ethnographic Museum,Tunisia
http://example.com/id/47008521m,Yaroshenko Memorial Estate Museum,Russia
http://example.com/id/47012748b,Santiago Metro Line 8,Chile
http://example.com/id/4701420b,Akköprü,Turkey
http://example.com/id/4701679m,Akron Fossils & Science Center,United States of America
http://example.com/id/4703332m,Swedish Computer Museum,Sweden
http://example.com/id/4703397b,Basilica Menor de San Francisco de Asis,Cuba
http://example.com/id/47034848b,2 Park Avenue,United States of America
http://example.com/id/47035488m,Town Museum of Karol Točík in Turzovka,Slovakia
http://example.com/id/470385m,Amethystwelt Maissau,Austria
http://example.com/id/47043297b,Monsin railway bridge,Belgium
http://example.com/id/4705241m,Alabama Department of Archives and History,United States of America
http://example.com/id/4705289m,Alabama Museum of Natural History,United States of America
http://example.com/id/4706015b,Alamuchee-Bellamy Covered Bridge,United States of America
http://example.com/id/4706745b,Basilica of Santa Maria degli Angeli,Italy
http://example.com/id/47067834m,Museo de Historia Natural de la Universidad Nacional de San Antonio Abad del Cusco,Peru
http://example.com/id/47068072m,Museu de História Natural Capão da Imbuia,Brazil
http://example.com/id/47069667m,Djerba Traditional Heritage Museum,Tunisia
http://example.com/id/47086703m,Museum-Gallery - Kavadartsi,North Macedonia
http://example.com/id/4708670b,State Route 99 Tunnel,United States of America
http://example.com/id/47086820m,"Wine Museum, Demir Kapija",North Macedonia
http://example.com/id/47087120m,House of Strašo Pindžur,North Macedonia
http://example.com/id/47087313m,Todorovski House,North Macedonia
http://example.com/id/47088306m,Treasury of the Munich Residence,Germany
http://example.com/id/4709330m,Albany Institute of History & Art,United States of America
http://example.com/id/4709426b,Albarregas Roman bridge,Spain
http://example.com/id/4709426w,Albarregas Roman bridge,Spain
http://example.com/id/4709800b,"Albert Bridge, Brisbane",Australia
http://example.com/id/47108907m,Centrum für Naturkunde,Germany
http://example.com/id/47111172m,Botanical Museum,Greece
http://example.com/id/4711825m,Alberta Sports Hall of Fame and Museum,Canada
http://example.com/id/4713085b,Alcide de Gasperi Building,Luxembourg
http://example.com/id/471326b,Kastor und Pollux,Germany
http://example.com/id/471329b,City-Hochhaus Leipzig,Germany
http://example.com/id/47133683m,Jewish History Museum,Ukraine
http://example.com/id/471430b,Synagoge Halderstraße,Germany
http://example.com/id/47144421b,Mattmark dam,Switzerland
http://example.com/id/47151902m,KwaZulu-Natal Museum,South Africa
http://example.com/id/47159150m,Bizerte Oceanographic Museum,Tunisia
http://example.com/id/47163192m,Museum of Scottish Lighthouses,United Kingdom
http://example.com/id/471633b,St. Peter's Cathedral,Germany
http://example.com/id/47166237b,Pont de Cassibrós,Spain
http://example.com/id/47166648h,Palau Benet-Desvilar,Spain
http://example.com/id/47166857m,Frey-Haus (Brandenburg),Germany
http://example.com/id/47169666m,Saitama Zoogeographical Museum,Japan
http://example.com/id/471717w,wooden churches of the Slovak Carpathians,Slovakia
http://example.com/id/47181490m,Rectoria,Spain
http://example.com/id/4719162m,Alexander House Center for Art & History,United States of America
http://example.com/id/47232357m,Museu de Batalha,Portugal
http://example.com/id/47250692b,"Ruined Cathedral Church of St Michael, Coventry",United Kingdom
http://example.com/id/4725573h,Aliante Casino and Hotel,United States of America
http://example.com/id/4726823m,Alipore Independence Museum,India
http://example.com/id/4728790b,All Hallows-on-the-Wall,United Kingdom
http://example.com/id/4728804b,All Hallows Staining,United Kingdom
http://example.com/id/47288813m,Dar Am Taieb,Tunisia
http://example.com/id/47289182m,Dar El Annabi,Tunisia
http://example.com/id/472937b,Ulm Hauptbahnhof,Germany
http://example.com/id/4729514b,All Saints Church,United Kingdom
http://example.com/id/47306423b,St. Marien und Andreas (Rathenow),Germany
http://example.com/id/473144w,San Miguel de Velasco,Bolivia
http://example.com/id/47321201m,Houdini Museum of New York,United States of America
http://example.com/id/473472w,Hahajima,Japan
http://example.com/id/4736731b,Altitude 25,United Kingdom
http://example.com/id/4736815w,Alto Ribeira State and Tourist Park,Brazil
http://example.com/id/473831m,Schloss Mosigkau,Germany
http://example.com/id/473832m,"Palaeontological Museum, Munich",Germany
http://example.com/id/4738882m,Ernst Glück Bible Museum,Latvia
http://example.com/id/47401774h,Conrad Bora Bora Nui,France
http://example.com/id/4740269m,Amarillo Museum of Art,United States of America
http://example.com/id/474122m,convent of San Domenico,Italy
http://example.com/id/4741361m,Amberley Museum & Heritage Centre,United Kingdom
http://example.com/id/47416834m,Sugihara House,Lithuania
http://example.com/id/47417030m,Chiune Sugihara Memorial Hall,Japan
http://example.com/id/474171m,Fundatiehuis (Teyler),Netherlands
http://example.com/id/47419034m,Port of Humanity Tsuruga Museum,Japan
http://example.com/id/47419907b,Salle Favart,France
http://example.com/id/4742513m,America's Black Holocaust Museum,United States of America
http://example.com/id/4742968b,American Airways Hangar and Administration Building,United States of America
http://example.com/id/4743420m,American Classical Music Hall of Fame and Museum,United States of America
http://example.com/id/4743426m,American Clock & Watch Museum,United States of America
http://example.com/id/4744474m,American Museum of Fly Fishing,United States of America
http://example.com/id/4744475m,American Museum of Magic,United States of America
http://example.com/id/4744478m,American Museum of Tort Law,United States of America
http://example.com/id/4744696m,American Police Hall of Fame & Museum,United States of America
http://example.com/id/474551b,Sayano–Shushenskaya Dam,Russia
http://example.com/id/47459398b,TÜV Rheinland-Hochhaus,Germany
http://example.com/id/47460073b,Chapelle Notre-Dame du Mai,France
http://example.com/id/47460660m,Lahn-Marmor-Museum,Germany
http://example.com/id/47461274m,Mödrath castle,Germany
http://example.com/id/474665m,Longfellow House–Washington's Headquarters National Historic Site,United States of America
http://example.com/id/47472405m,Cromhouthuis,Netherlands
http://example.com/id/47472417m,Museum Nijkerk,Netherlands
http://example.com/id/47478458m,Kilkis Folklore Museum,Greece
http://example.com/id/47482339m,Knauf-Museum Iphofen,Germany
http://example.com/id/47484307m,Artplay,Russia
http://example.com/id/47486159m,Musée des Santons,France
http://example.com/id/4748898b,Amtrak Old Saybrook – Old Lyme Bridge,United States of America
http://example.com/id/474939m,Cennet and Cehennem,Turkey
http://example.com/id/47496725m,Museo Casa de la Memoria Indómita,Mexico
http://example.com/id/474970m,Roman amphitheatre of Santa Maria Capua Vetere,Italy
http://example.com/id/474982w,Roman amphitheatre of Trier,Germany
http://example.com/id/47499138b,Petemayenbrug,Netherlands
http://example.com/id/47507441m,Museum yard Göhren,Germany
http://example.com/id/4751288b,Anand Vihar metro station,India
http://example.com/id/475139b,The Triumph of Astana,Kazakhstan
http://example.com/id/47514979b,Haus der Geschichte Darmstadt,Germany
http://example.com/id/47518776h,Millennium Hilton Bangkok,Thailand
http://example.com/id/47519282w,Bolgar Historical and Archaeological Complex,Russia
http://example.com/id/47523086m,"Buckley Library, Museum and Gallery",United Kingdom
http://example.com/id/47526838m,Rosengasse 16,Germany
http://example.com/id/47529298m,Extension of Museo del Prado,Spain
http://example.com/id/47529500m,Musée de la fourche et de la vie rurale,Belgium
http://example.com/id/47531644w,University and Historic Precinct of Alcalá de Henares,Spain
http://example.com/id/47531808m,Archaeological site of San Vincenzino,Italy
http://example.com/id/47536155m,Shaki Museum of History and Local Lore,Azerbaijan
http://example.com/id/4756094m,Andrejs Upīts' Memorial Museum,Latvia
http://example.com/id/4766814m,Anna Akhmatova. The Silver Age,Russia
http://example.com/id/476876b,Temple of Poseidon,Italy
http://example.com/id/4769536m,Anniston Museum of Natural History,United States of America
http://example.com/id/4769774b,Annunciation Greek Orthodox Cathedral of New England,United States of America
http://example.com/id/4769879b,Anoka-Champlin Mississippi River Bridge,United States of America
http://example.com/id/477051w,General Archive of the Indies,Spain
http://example.com/id/4770539m,American Museum of Western Art – The Anschutz Collection,United States of America
http://example.com/id/477251w,Siedlung Schillerpark,Germany
http://example.com/id/47735b,2002 FIFA World Cup,Japan
http://example.com/id/47735b,2002 FIFA World Cup,South Korea
http://example.com/id/4773892m,Anthropological Museum of Petralona,Greece
http://example.com/id/4775165m,Antique Gas and Steam Engine Museum,United States of America
http://example.com/id/477607m,Schloss vor Husum,Germany
http://example.com/id/4778791m,Aotea Utanganui – Museum of South Taranaki,New Zealand
http://example.com/id/477898w,Bishapur,Iran
http://example.com/id/47800464w,Historic Center of Agadez,Niger
http://example.com/id/478096b,Église de la Très-Sainte-Trinité de Germigny-des-Prés,France
http://example.com/id/478135b,Pylons of Cádiz,Spain
http://example.com/id/47813786b,Prins Hendrikbrug,Netherlands
http://example.com/id/478258w,Caltagirone,Italy
http://example.com/id/4782759b,Aquarium of the Pacific,United States of America
http://example.com/id/47837956m,Verband Rheinischer Museen,Germany
http://example.com/id/478417w,Militello in Val di Catania,Italy
http://example.com/id/4785390m,Archaeological Museum of Arta,Greece
http://example.com/id/4785391m,Archaeological Museum of Astypalaia,Greece
http://example.com/id/4785395m,Archaeological Museum of Chios,Greece
http://example.com/id/4785398m,Archaeological museum of Corfu,Greece
http://example.com/id/4785401m,Archaeological Museum of Epidaurus,Greece
http://example.com/id/4785406m,Archaeological Museum of Kilkis,Greece
http://example.com/id/4785407m,Archaeological Museum of Granada,Spain
http://example.com/id/4785408m,Archaeological Museum of Komotini,Greece
http://example.com/id/4785411m,Archaeological museum of Lamia,Greece
http://example.com/id/4785423m,Archaeological Museum of Olynthos,Greece
http://example.com/id/4785434m,Archaeological Museum of Samothrace,Greece
http://example.com/id/4785528m,Memoriaal Prins Karel,Belgium
http://example.com/id/4785589b,Archbishop's Palace of Alcalá de Henares,Spain
http://example.com/id/4785686m,Hagley Museum and Library,United States of America
http://example.com/id/478616b,RAI Amsterdam Convention Centre,Netherlands
http://example.com/id/478642b,Trajan's Market,Italy
http://example.com/id/478839m,Arizona-Sonora Desert Museum,United States of America
http://example.com/id/478894b,Phare de la méditerranée,France
http://example.com/id/47902573h,Schloss Kölzow,Germany
http://example.com/id/4791273h,Arizona Charlie's Boulder,United States of America
http://example.com/id/4791352m,Arizona Mining and Mineral Museum,United States of America
http://example.com/id/47915816w,Roșia Montană Mining Landscape,Romania
http://example.com/id/4791827m,Arkansas Museum of Discovery,United States of America
http://example.com/id/4791828m,Arkansas Museum of Natural Resources,United States of America
http://example.com/id/4793194m,Armenian Museum of America,United States of America
http://example.com/id/4794182m,Army Medical Museum and Library,United States of America
http://example.com/id/4796493m,Arsenāls – Fine Arts Museum,Latvia
http://example.com/id/4800505m,Museum Palthehof,Netherlands
http://example.com/id/4801420m,Museum of Middle Pomerania in Słupsk,Poland
http://example.com/id/4801443b,Arts Centre Melbourne,Australia
http://example.com/id/4807294m,Suzhou Embroidery Museum,People's Republic of China
http://example.com/id/4807420m,Asmat Museum of Culture and Progress,Indonesia
http://example.com/id/480763w,Abri du Poisson,France
http://example.com/id/4809362b,HR Sendesaal,Germany
http://example.com/id/4809705m,Association of Children's Museums,United States of America
http://example.com/id/4811954m,Asutosh Museum of Indian Art,India
http://example.com/id/481219m,Amtshaus,Germany
http://example.com/id/4812885m,"Atatürk Museum, Mersin",Turkey
http://example.com/id/48153w,Alexander von Humboldt National Park,Cuba
http://example.com/id/48159b,City of Manchester Stadium,United Kingdom
http://example.com/id/4816059m,Atlanta Cyclorama & Civil War Museum,United States of America
http://example.com/id/481624b,Rhine–Herne Canal,Germany
http://example.com/id/4819474b,Tabriz Railway Station,Iran
http://example.com/id/4820088b,Teatro La Perla,United States of America
http://example.com/id/4820646m,Musée du Parfum,France
http://example.com/id/4820950m,Augusta Museum of History,United States of America
http://example.com/id/4823015m,Austin Central Fire Station 1,United States of America
http://example.com/id/4823355b,Austins,United Kingdom
http://example.com/id/482446b,Saitama Stadium 2002,Japan
http://example.com/id/482581b,Ōita Stadium,Japan
http://example.com/id/4827110m,Autry Museum of the American West,United States of America
http://example.com/id/4828216w,avenue de Champagne,France
http://example.com/id/4828639m,Aviation Hall of Fame and Museum of New Jersey,United States of America
http://example.com/id/4829273m,Avoncroft Museum of Historic Buildings,United Kingdom
http://example.com/id/48327047b,Varennes-Montsoreau Bridge,France
http://example.com/id/48331950b,Fortifications of Mycenae,Greece
http://example.com/id/4833765m,B.B. King Museum and Delta Interpretive Center,United States of America
http://example.com/id/48353b,Rio–Antirrio bridge,Greece
http://example.com/id/4836911m,BYU Museum of Paleontology,United States of America
http://example.com/id/4838578w,Bacalar Chico National Park and Marine Reserve,Belize
http://example.com/id/4838843m,"Bachelors' Club, Tarbolton",United Kingdom
http://example.com/id/484054m,"National Museum of Modern and Contemporary Art, South Korea",South Korea
http://example.com/id/48419420m,Instituto Biológico Museum,Brazil
http://example.com/id/4844361b,Kachidoki Bridge,Japan
http://example.com/id/484458w,Buddhas of Bamiyan,Afghanistan
http://example.com/id/4845391m,Museum of Medallic Art,Poland
http://example.com/id/48468694b,Weidenhäuser Brücke,Germany
http://example.com/id/48479321b,Roosevelt Lake Bridge,United States of America
http://example.com/id/4852693b,Baltic Centre for Contemporary Art,United Kingdom
http://example.com/id/4852896m,Baltimore Museum of Industry,United States of America
http://example.com/id/4852970b,Baltimore and Potomac Tunnel,United States of America
http://example.com/id/4853170m,Balzekas Museum of Lithuanian Culture,United States of America
http://example.com/id/4856021b,Bank of America Center,United States of America
http://example.com/id/4856025b,Bank of America Building,United States of America
http://example.com/id/4856034b,Bank of America Fifth Avenue Plaza,United States of America
http://example.com/id/4856037b,Leader Bank Pavilion,United States of America
http://example.com/id/4856040b,Bank of America Plaza,United States of America
http://example.com/id/4856043b,Bank of America Plaza,United States of America
http://example.com/id/4856086b,"Bank of China Building, Macau",People's Republic of China
http://example.com/id/4856132b,Bank of Italy,United States of America
http://example.com/id/4856192m,MUFG Bank Money Museum,Japan
http://example.com/id/4856212b,Bank of the West Tower,United States of America
http://example.com/id/4856213b,Bank of the West Tower,United States of America
http://example.com/id/4858265b,Barakhamba Road metro station,India
http://example.com/id/4860234b,Bardwell's Ferry Bridge,United States of America
http://example.com/id/486080b,Prophet's Mosque,Saudi Arabia
http://example.com/id/48623b,Azerbaijan State Academic Opera and Ballet Theater,Azerbaijan
http://example.com/id/4863185b,Barrackville Covered Bridge,United States of America
http://example.com/id/48633037b,Girokantoor Leeuwarden,Netherlands
http://example.com/id/4863855b,Barrow-in-Furness Town Hall,United Kingdom
http://example.com/id/4867359b,Basilica of Nuestra Señora de la Merced,Peru
http://example.com/id/4867367b,Basilica of Our Lady of Zapopan,Mexico
http://example.com/id/4867386b,Basilica of St. Joseph,United States of America
http://example.com/id/4867466b,Basilone Memorial Bridge,United States of America
http://example.com/id/4867765m,Basketry Museum of the Roma,Greece
http://example.com/id/4867854m,Basque Museum of the History of Medicine and Science,Spain
http://example.com/id/4868419b,Basílica Catedral Metropolitana Santa María de la Encarnación,Dominican Republic
http://example.com/id/4868427b,Basílica Santuario Nacional de Nuestra Señora de la Caridad del Cobre,Cuba
http://example.com/id/4868887m,Bath Aqua Theatre of Glass,United Kingdom
http://example.com/id/48703083b,Chapelle du château de Saint-Saturnin-lès-Apt,France
http://example.com/id/4871553m,Battle of Lexington State Historic Site,United States of America
http://example.com/id/487174w,Noto,Italy
http://example.com/id/48727497m,Keralam - Museum of History and Heritage,India
http://example.com/id/4872b,Pushkin Museum of Fine Arts,Russia
http://example.com/id/48730537m,"City Museum, Gorkhatri",Pakistan
http://example.com/id/4874221m,Bay of Pigs Museum,United States of America
http://example.com/id/48748307b,Collège franco-britannique,France
http://example.com/id/48748520m,Gujo-Hachiman Hakurankan,Japan
http://example.com/id/48749054m,Minokamo Shimin Myūjiamu,Japan
http://example.com/id/48751867w,Dōgameyama Kofun,Japan
http://example.com/id/48753911m,Ehrenfriedersdorf tin mine,Germany
http://example.com/id/48757267m,"Musée des Pêcheries, Fécamp",France
http://example.com/id/48760123m,MuSaMa,France
http://example.com/id/4876168m,Beam's Shell Service Station and Office,United States of America
http://example.com/id/4877411m,Beauchamp-Newman House,United States of America
http://example.com/id/48780530m,Centre du patrimoine,Canada
http://example.com/id/48782184m,Bayamón Museum of Art,United States of America
http://example.com/id/48791802m,Queen's Fort Military Museum,South Africa
http://example.com/id/48801228m,Kgosi Sechele I Museum,Botswana
http://example.com/id/4880175b,"Beetham Tower, Liverpool",United Kingdom
http://example.com/id/48803518m,Museo archeologico nazionale di Castiglioncello,Italy
http://example.com/id/48803799m,Museo civico Antonino Olmo,Italy
http://example.com/id/48804602b,Angitola Viaduct,Italy
http://example.com/id/48805466m,Museum of Norman culture,Italy
http://example.com/id/48807438m,Casa Cuseni,Italy
http://example.com/id/48807484m,Fondazione Scienza e Tecnica,Italy
http://example.com/id/48816433m,"Museum of the Sea, Cascais",Portugal
http://example.com/id/4881874m,Belair Stable Museum,United States of America
http://example.com/id/4883560b,Bellavista de La Florida metro station,Chile
http://example.com/id/48841031w,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland
http://example.com/id/4884265m,Belmal,Belgium
http://example.com/id/48843925b,Nadwiślańskiego Urzecza Bridge,Poland
http://example.com/id/4884848b,Belval-Université railway station,Luxembourg
http://example.com/id/48851673m,Muzeum Miniaturowej Sztuki Profesjonalnej Henryk Jan Dominiak in Tychy,Poland
http://example.com/id/48864984m,Museum of Science Professor Mario Tolentino,Brazil
http://example.com/id/48867343m,Museu Frei Galvão,Brazil
http://example.com/id/48867810m,Instituto de Pesquisa e Memória Pretos Novos,Brazil
http://example.com/id/48867872m,Fazenda Velha (Telêmaco Borba),Brazil
http://example.com/id/4887514m,"Beneski Museum of Natural History, Amherst College",United States of America
http://example.com/id/4887531b,Benetka Road Covered Bridge,United States of America
http://example.com/id/48877822m,Igreja Matriz de São Jorge,Brazil
http://example.com/id/48879683m,Estação Ferroviária João Felipe,Brazil
http://example.com/id/48880979m,Salt Industry History Museum,People's Republic of China
http://example.com/id/48886562m,Kaifeng Museum,People's Republic of China
http://example.com/id/4888759m,Museu de la Garrotxa,Spain
http://example.com/id/48889752m,Hongyan Revolutionary Memorial Hall,People's Republic of China
http://example.com/id/4889477m,Design Museum of Barcelona,Spain
http://example.com/id/4889839b,Can Peixauet,Spain
http://example.com/id/489051b,FM- and TV-mast Zygry,Poland
http://example.com/id/4890550b,Benton City – Kiona Bridge,United States of America
http://example.com/id/4890691m,Museum of Leather Artistry. A. Colomer Munmany Collection,Spain
http://example.com/id/4890779m,Museu Tèxtil i d'Indumentària,Spain
http://example.com/id/48911227w,Shibing Karst,People's Republic of China
http://example.com/id/4891484b,Bergen Arches,United States of America
http://example.com/id/4891525m,Bergen Museum of Art & Science,United States of America
http://example.com/id/4891729b,Bergstresser/Dietz Covered Bridge,United States of America
http://example.com/id/48926380b,Torre Garena,Spain
http://example.com/id/4893623m,Textile Museum and Documentation Centre,Spain
http://example.com/id/489378b,Gyeongbu High-speed Railway Line,South Korea
http://example.com/id/489418b,Solec Kujawski radio transmitter,Poland
http://example.com/id/489426b,Raszyn radio transmitter,Poland
http://example.com/id/4894543w,colonial forum of Tarraco,Spain
http://example.com/id/48948432b,Severodvinsky Bridge,Russia
http://example.com/id/4895245b,mNACTEC,Spain
http://example.com/id/4895245m,mNACTEC,Spain
http://example.com/id/48953495m,Roerich museum,Russia
http://example.com/id/48971594b,Bamlerstraße station,Germany
http://example.com/id/48975502b,Tour de l'Illustration,France
http://example.com/id/48982354b,Cascade Dam,United States of America
http://example.com/id/48984497b,Deadwood Dam,United States of America
http://example.com/id/48984553b,Deer Creek Dam,United States of America
http://example.com/id/48984559b,Deer Flat-Lower Dam,United States of America
http://example.com/id/48988078b,Green Mountain Dam,United States of America
http://example.com/id/48989813m,Museum of Portuguese Music,Portugal
http://example.com/id/48989856m,Azerbaijan State Museum of History of Karabakh,Azerbaijan
http://example.com/id/48990060b,Howard Prairie Dam,United States of America
http://example.com/id/48990663b,Jackson Gulch Dam,United States of America
http://example.com/id/48991046b,Kachess Dam,United States of America
http://example.com/id/48991110b,Keene Creek Dam,United States of America
http://example.com/id/48991784b,Lake Hodges 8-003 Dam,United States of America
http://example.com/id/48992137b,Lauro Dam,United States of America
http://example.com/id/489926b,Mok-dong Hyperion,South Korea
http://example.com/id/48994379b,Nambe Falls Dam,United States of America
http://example.com/id/48995402b,Pathfinder Dike Dam,United States of America
http://example.com/id/48997488b,Ririe Dam,United States of America
http://example.com/id/48998731b,Scofield Dam,United States of America
http://example.com/id/48999088m,John and Annie Glenn Museum,United States of America
http://example.com/id/49000310b,Starvation Dam,United States of America
http://example.com/id/49002647b,Vega Dam,United States of America
http://example.com/id/49002945b,Wanship Dam,United States of America
http://example.com/id/49002971b,Warm Springs Dam,United States of America
http://example.com/id/4902904m,Ducal Palace of Vila Viçosa,Portugal
http://example.com/id/4904545m,Bienes Museum of the Modern Book,United States of America
http://example.com/id/490622m,Sederholm House,Finland
http://example.com/id/490741b,Busan-Geoje Fixed Link,South Korea
http://example.com/id/490798w,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the Tripitaka Koreana Woodblocks",South Korea
http://example.com/id/490825m,Evergreen Aviation & Space Museum,United States of America
http://example.com/id/49098236b,Périgord I,Monaco
http://example.com/id/49098243b,Périgord II,Monaco
http://example.com/id/49103147b,Port Palace Hotel,Monaco
http://example.com/id/49103261m,Vrak – Museum of Wrecks,Sweden
http://example.com/id/49108b,Massachusetts Institute of Technology,United States of America
http://example.com/id/4914331b,Bính Bridge,Vietnam
http://example.com/id/4915544w,Bir Hima Rock Petroglyphs and Inscriptions,Saudi Arabia
http://example.com/id/4920042m,Black's Store,United States of America
http://example.com/id/4920882m,Black Hawk Museum and Lodge,United States of America
http://example.com/id/4921367m,The Crime Museum,United Kingdom
http://example.com/id/4922915b,Blackfriars Street Bridge (London Ontario),Canada
http://example.com/id/49231459b,St.-Petri-Kirche (Chemnitz),Germany
http://example.com/id/49235514m,Grieg-Begegnungsstätte,Germany
http://example.com/id/49236356b,Klingerbrücke,Germany
http://example.com/id/49237598b,Zeppelinbrücke,Germany
http://example.com/id/4923948b,"Blaine Hill ""S"" Bridge",United States of America
http://example.com/id/492584b,St. Canute's Cathedral,Denmark
http://example.com/id/49270413b,Edifici Monforte,Spain
http://example.com/id/4928268m,Bakkerijmuseum De Oude Bakkerij,Netherlands
http://example.com/id/493117b,Fisherman's Bastion,Hungary
http://example.com/id/4931212m,Boab Prison Tree,Botswana
http://example.com/id/493160m,Our Lord in the Attic Museum,Netherlands
http://example.com/id/4932183b,Bob Cummings – Lincoln Trail Bridge,United States of America
http://example.com/id/4935845m,Bobo,United States of America
http://example.com/id/49363308m,Hirschfelder Straße 31,Germany
http://example.com/id/49364929m,Weaving Museum Braunsdorf,Germany
